operator_name,physical_street,physical_city,physical_county,physical_zip,mailing_street,mailing_city,mailing_state,mailing_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,permit_number,reporting_period,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,total_nitrogen_generated_lbs,total_phosphorus_generated_lbs,total_potassium_generated_lbs,total_salt_generated_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,total_water_balance_gal,total_land_applied_acres,application_method,application_timing,soil_type,monitoring_wells,groundwater_monitoring,surface_water_discharge,stormwater_management,spill_prevention
Correia Family Dairy,26380 W Fahey RD,Gustine,Merced,95322,,,,,(209) 652-0029,01/01/1984,Sacramento River Basin,X020-X270-X008-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fagundes Bros. Dairy #4,14877 Cox Ferry Road,Snelling,Merced,95369,P.O. Box 2717,Merced,CA,95344,(209) 383-6046,01/01/1952,San Joaquin River Basin,"X042-X160-X038-XXXX, X042-X200-X058-XXXX",,,0,0,0,0,0,0,0,0,838,0,838,838,72,0,72,72,0,0,0,0,0,0,0,0,Holstein,60.0,910,,21543.97,281329.75,196930.83,46949.93,154979.07,411128.7,,,,,,0.0,0.0,0.0,,,,,,,,,,
Avlan Family Farms #2,1713 W Fulkerth Rd. RD,Crowslanding,Stanislaus,95313,P.O. Box 1811,Turlock,CA,95381,(123) 000-0000,01/01/1990,San Joaquin River Basin,X022-X032-X004-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,0,0,0,0,Jersey-Holstein Cross,1.0,900,,7929.95,85410.0,59787.0,14454.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Van Steyn Dairy #2,13039 Pellandini RD,Galt,Sacramento,95632-8818,,,,,(209) 745-1428,01/01/1958,San Joaquin River Basin,"X146-X230-X014-XXXX, X146-X230-X015-XXXX",,,0,0,0,0,0,0,0,0,0,525,525,525,0,50,50,50,0,0,0,0,0,0,0,0,Holstein,68.0,575,,14073.58,183588.37,128511.86,30716.61,99852.49,258693.75,,,,,7395000.0,7395000.0,0.0,0.0,,,,,,,,,,
Creekside Dairy,23234 Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 838-1180,01/01/1957,San Joaquin River Basin,"X229-X050-XX02-XXXX, X229-X050-XX06-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P&D Dairy South,28399 W Husman RD,Gustine,Merced,95322,,,,,(209) 649-4967,01/01/1960,San Joaquin River Basin,X070-X060-X041-XXXX,,,200,0,200,0,0,0,0,0,0,150,150,150,0,0,0,0,0,0,0,0,700,0,700,700,Holstein,75.0,850,,10448.95,117887.86,82521.5,19970.28,29219.13,70627.5,,,,,17400000.0,17400000.0,0.0,0.0,,,,,,,,,,
Staas Farms Inc.,4501 Virginia Road,Marysville,Yuba,95901,,,,,(530) 742-3668,07/01/1974,Sacramento River Basin,0014-0230-0123-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,500,500,,1.0,500,,5062.53,47450.0,33215.0,8030.0,35000.0,0.0,,,,,16200000.0,16200000.0,0.0,0.0,,,,,,,,,,
A&C Machado (formerly Ahlem Farms Jerseys),825 Ruble RD,Crows Landing,Stanislaus,95313,,,,,(209) 652-4778,01/01/1980,San Joaquin River Basin,"X053-X003-X008-XXXX, X058-X003-X007-XXXX, X058-X004-X012-XXXX, X058-X040-X015-XXXX",,,153,0,153,153,0,0,0,0,0,1085,1085,1085,0,220,220,220,354,0,354,354,336,0,336,336,Jersey,58.0,2148,,36105.73,457358.04,320150.63,74864.49,199233.37,561461.25,,,,,29520000.0,29520000.0,0.0,0.0,,,,,,,,,,
John & Nicole Santos Dairy #2,5245 S HWY 33,Gustine,Merced,95322,,,,,(209) 993-8662,01/01/1942,San Joaquin River Basin,X063-X240-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castelanelli,401 W. Armstrong RD,Lodi,San Joaquin,95242,,,,,(209) 747-7727,05/25/1928,San Joaquin River Basin,"X058-X060-XX32-XXXX, X058-X060-XX35-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Ed Machado Dairy,5001 Shiloh RD,Modesto,Stanislaus,95358,,,,,(209) 599-2565,01/01/1985,San Joaquin River Basin,"X017-X066-X007-XXXX, X017-X066-X008-XXXX",,,0,0,0,0,350,0,350,350,0,320,320,320,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,72.0,670,,9497.67,126188.69,88332.08,19614.2,61703.43,150672.0,,,,,18360000.0,18360000.0,0.0,0.0,,,,,,,,,,
Tiberio Azevedo Dairy,21480 August AVE,Hilmar,Merced,95324,,,,,(209) 678-3074,01/01/1980,San Joaquin River Basin,X045-X140-X049-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Correia Dairy,11132 Schultz RD,El Nido,Merced,95317,,,,,(209) 201-1520,01/01/1940,San Joaquin River Basin,X075-X073-X003-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Cross #6 (Formerly Larry B. Peterson Dairy),21189 American AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1950,San Joaquin River Basin,X045-X170-X019-XXXX,,,0,0,0,0,0,0,0,0,0,1119,1119,1119,210,0,210,210,339,0,339,339,0,0,0,0,Holstein,73.0,1668,,35865.9,450937.61,315656.33,74984.8,216504.37,575170.65,,,,,29952000.0,27423000.0,0.0,2529000.0,,,,,,,,,,
Wagner Dairy L.P.,22176 Skiff RD,Escalon,San Joaquin,95320,,,,,(209) 838-7547,01/01/1945,San Joaquin River Basin,"X187-X250-XX06-XXXX, X205-X200-XX02-XXXX, X207-X160-XX01-XXXX, X207-X160-XX02-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live Oak Dairy c,25719 Hale RD,Newman,Stanislaus,95360,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,X026-X014-X071-XXXX,,,0,0,0,0,0,0,0,0,0,600,600,600,0,75,75,75,500,0,500,500,0,0,0,0,Jersey,50.0,1175,,19750.41,243952.04,170766.43,40517.71,107021.54,299756.25,,,,,49152000.0,49152000.0,0.0,0.0,,,,,,,,,,
J-S Jimenez Dairy,3928 W Linwood AVE,Turlock,Stanislaus,95380,,,,,(209) 656-0316,06/01/2007,San Joaquin River Basin,X044-X013-X005-XXXX,,,0,0,0,0,0,0,0,0,188,0,188,188,44,0,44,44,0,0,0,0,0,0,0,0,Holstein,68.0,232,,5420.95,70504.5,49353.15,11628.11,35756.7,98637.6,,,,,,0.0,0.0,0.0,,,,,,,,,,
Manuel Vieira Jr. Dairy,5843 N Utah RD,Merced,Merced,95348,,,,,(209) 564-8154,01/01/1947,San Joaquin River Basin,X052-X023-X090-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,30,20,0,25,20,Holstein,1.0,50,,489.83,4745.0,3321.5,803.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Dewit Dairy,6610 E Collier RD,Acampo,San Joaquin,95220,,,,,(209) 423-3783,06/01/1970,San Joaquin River Basin,"X005-X250-XX04-XXXX, X005-X250-XX57-XXXX",,,0,210,210,210,0,200,200,200,0,1400,1400,1400,0,120,120,120,375,0,375,375,0,295,295,295,Holstein,75.0,2600,,46626.74,586707.36,410695.15,96596.52,272711.92,686784.0,,,,,24750000.0,24750000.0,0.0,0.0,,,,,,,,,,
Ahlem Farms Vista,6401 Taylor RD,Denair,Stanislaus,95316,,,,,(209) 632-5822,01/01/1999,San Joaquin River Basin,"X019-X038-X005-XXXX, X019-X038-X015-XXXX, X019-X039-X022-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane Dairy LLC,20633 W Crane AVE,Hilmar,Merced,95324,,,,,(209) 667-4868,01/01/1967,San Joaquin River Basin,X045-X230-X039-XXXX,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,420,420,Jersey,1.0,420,,3838.61,39858.0,27900.6,6745.2,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Souza Brothers Dairy,3887 McCullagh RD,Stevinson,Merced,95374,,,,,(209) 632-3773,01/01/1940,San Joaquin River Basin,X055-X120-X045-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Mendes Dairy,1100 Ruble RD,Crows Landing,Stanislaus,95313,,,,,(209) 632-0350,01/01/1926,San Joaquin River Basin,X058-X003-X014-XXXX,,,300,0,300,300,0,0,0,0,0,1400,1400,1400,300,0,300,300,200,0,200,200,0,0,0,0,Holstein,68.0,2200,,42969.68,554295.65,388006.96,90222.01,266273.32,728175.0,,,,,41382683.0,41382683.0,0.0,0.0,,,,,,,,,,
Peder Hoy Dairy,6042 California AVE,Modesto,Stanislaus,95358,,,,,(209) 526-4472,01/01/1946,San Joaquin River Basin,"X017-X004-X001-XXXX, X017-X005-X015-XXXX",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Holstein,1.0,,,1.0,1.0,0.7,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Live Oak Dairy G,730 Bystrum RD,Turlock,Stanislaus,95380,P.O. Box 1331,Hilmar,CA,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,"0057-0025-0012-0000, X022-X038-X009-XXXX, X045-X030-X018-XXXX",,,0,0,0,0,0,0,0,0,0,1200,1230,1200,150,0,150,150,100,0,100,100,0,0,0,0,Jersey,50.0,1450,,30815.31,402494.08,281745.86,66581.42,214043.07,599512.5,,,,,11115000.0,11115000.0,0.0,0.0,,,,,,,,,,
T& c Louters Dairy,921 W Sandy Mush RD,Merced,Merced,95341,,,,,(209) 726-3636,01/01/1992,San Joaquin River Basin,X074-X009-X006-XXXX,,,0,0,0,0,0,0,0,0,0,600,650,600,100,0,100,100,85,0,85,85,150,0,150,150,Holstein,75.0,935,,19599.9,246382.94,172468.06,41096.24,116876.54,305505.0,,,,,10462500.0,10462500.0,0.0,0.0,,,,,,,,,,
River Oak Dairy,29770 E Highway 4,Farmington,San Joaquin,95230,P.O. Box 294,Farmington,CA,95230,(209) 324-1241,05/01/1982,San Joaquin River Basin,X187-X370-XX10-XXXX,,,100,0,100,100,0,0,0,0,0,1500,1500,1500,200,0,200,200,300,0,300,300,500,0,500,500,Other,72.0,2600,,49831.73,625203.53,437642.47,104040.54,289234.84,752265.0,,,,,17305000.0,17305000.0,0.0,0.0,,,,,,,,,,
Forebay Farms LLC - Road 6,5615 Ave 24,Chowchilla,Madera,93610,P.O. Box 2717,Merced,CA,95344,(209) 383-6075,01/01/1970,San Joaquin River Basin,"X020-X012-X002-XXXX, X020-X012-X003-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordao Dairy,6025 S Central AVE,Turlock,Stanislaus,95380,,,,,(209) 656-8438,04/01/2007,San Joaquin River Basin,"X045-X030-X013-XXXX, X045-X030-X022-XXXX, X057-X004-X013-XXXX, X057-X004-X014-XXXX",,,173,0,173,173,152,0,152,152,0,873,873,873,0,88,88,88,252,0,252,252,398,0,398,398,Holstein,73.0,1936,,31304.73,391158.08,273810.66,64039.29,168908.24,431287.65,,,,,11727102.0,11727102.0,0.0,0.0,,,,,,,,,,
G & H Dairy,16996 Sexton RD,Escalon,San Joaquin,95320,,,,,(209) 838-8685,01/01/1950,San Joaquin River Basin,X229-X030-XX45-XXXX,,,400,0,400,400,0,0,0,0,0,1950,1950,1950,0,470,470,470,0,100,100,100,350,0,350,350,Jersey,68.0,3270,,61405.82,796926.8,557848.76,129611.11,370880.69,1026234.0,,,,,29232000.0,29232000.0,0.0,0.0,,,,,,,,,,
Moreda Valley Dairy,20967 Paradise RD,Tracy,San Joaquin,95304,,,,,(707) 782-0322,08/01/2004,San Joaquin River Basin,"X213-X080-X026-XXXX, X213-X080-X030-XXXX, X213-X080-X032-XXXX, X213-X080-X035-XXXX, X213-X080-X036-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double D Dairy,2207 Roberts RD,Ceres,Stanislaus,95307,,,,,(209) 537-4133,06/24/2005,San Joaquin River Basin,"X022-X013-X011-XXXX, X022-X013-X012-XXXX, X022-X014-X001-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pires Dairy Farms,1622 Kniebes RD,Gustine,Merced,95322,,,,,(209) 652-3530,09/02/1992,San Joaquin River Basin,"X063-X002-X004-XXXX, X063-X004-X007-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Soares Dairy #4,9207 American Ave,Hilmar,Stanislaus,95324,P.O. Box 189,Delhi,CA,95135,(209) 652-2990,01/01/1930,San Joaquin River Basin,"X045-X020-X004-XXXX, X057-X023-X009-XXXX, X057-X023-X017-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Trinkler Jr. Dairy,1001 W Monte Vista RD,Ceres,Stanislaus,95307,,,,,(209) 537-9883,01/01/1940,San Joaquin River Basin,X022-X008-X016-XXXX,,,0,0,0,0,0,0,0,0,0,350,450,350,50,0,100,50,0,0,0,0,0,0,0,0,Jersey,55.0,400,,9018.38,118452.12,82916.48,19595.48,63578.98,176295.0,,,,,23961289.0,23961289.0,0.0,0.0,,,,,,,,,,
,843 Helena AVE,Waterford,Stanislaus,95386,P.O. Box 7,Waterford,CA,95386,(209) 595-6858,01/01/1950,San Joaquin River Basin,X015-X003-X019-XXXX,,,0,0,0,0,0,0,0,0,0,400,425,318,0,0,0,0,0,0,0,0,0,0,0,0,Other,75.0,318,,8344.92,109090.66,76363.46,18503.96,61944.56,149730.3,,,,,2268000.0,2268000.0,0.0,0.0,,,,,,,,,,
Koolhaas Dairy #2,24544 E Lone Tree RD,Escalon,San Joaquin,95320,,,,,(209) 595-3253,05/17/1978,San Joaquin River Basin,"X229-X06X-009X-XXXX, X229-X06X-012X-XXXX, X229-X06X-020X-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borges Dairy LLC (former John & Teresa Borges Dairy),25834 Kasson RD,Tracy,San Joaquin,95304,,,,,(209) 652-1126,01/01/1938,San Joaquin River Basin,X239-X150-XX01-XXXX,,,50,0,60,50,45,0,50,45,0,400,420,400,58,0,60,58,115,0,120,115,120,0,125,120,Holstein,65.0,788,,13769.54,168824.12,118176.88,27661.45,75289.69,201677.1,,,,,9886764.0,9886764.0,0.0,0.0,,,,,,,,,,
J&M Dairy,11910 Bruceville RD,Elk Grove,Sacramento,95757,,,,,(916) 683-8056,04/13/1992,Sacramento River Basin,X132-X240-X028-XXXX,,,0,0,0,0,0,0,0,0,0,300,300,300,0,60,60,60,65,0,65,65,0,0,0,0,Holstein,61.0,425,,8976.83,113589.49,79512.64,18760.86,55678.87,155052.0,,,,,7965000.0,7965000.0,0.0,0.0,,,,,,,,,,
Luis C Nunes & Sons Dairy #1,29191 Husman RD,Gustine,Merced,95322,,,,,(209) 652-7647,01/01/1960,San Joaquin River Basin,"X070-X060-X004-XXXX, X070-X060-X005-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Magneson Dairy, Inc.",10235 W El Capitan WAY,Ballico,Merced,95312,P.O. Box 250,Cressey,CA,95312,(209) 394-2848,07/01/1980,San Joaquin River Basin,X140-X800-X240-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacle Dairy L.P.,724 Ruble RD,Crows Landing,Stanislaus,95313,P.O. Box 339,Turlock,CA,95380,(209) 495-7398,01/01/1958,San Joaquin River Basin,X058-X005-X014-XXXX,,,100,0,100,100,0,0,0,0,0,1240,1240,1240,200,0,200,200,400,0,400,400,400,0,400,400,Jersey,55.0,2340,,39633.67,504860.37,353402.26,83183.97,225251.24,629844.0,,,,,33660000.0,26040000.0,0.0,7620000.0,,,,,,,,,,
E.R. Prins Dairy #1,10385 Van Allen RD,Stockton,San Joaquin,95215,,,,,(209) 838-1627,01/01/1985,San Joaquin River Basin,X205-X160-XX07-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S&S Dairy, Inc.",348 E Monte Vista RD,Ceres,Stanislaus,95307,,,,,(209) 606-4894,01/01/1968,San Joaquin River Basin,X022-X026-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silveira Jerstein Dairy,4628 County Road P,Orland,Glenn,95963,P.O. Box 963,Orland,CA,95963,(530) 624-6423,01/01/1970,Sacramento River Basin,0044-0330-0001-0009,,,0,0,0,0,0,0,0,0,0,80,80,80,10,0,10,10,15,0,15,15,15,0,15,15,Jersey-Holstein Cross,52.0,120,,2301.74,29292.79,20504.95,4858.64,14374.66,39967.5,,,,,172800.0,172800.0,0.0,0.0,,,,,,,,,,
Couto Dairy,1980 County Road QQ,Willows,Glenn,95988,,,,,(530) 570-9430,03/15/1963,Sacramento River Basin,"0016-0190-0006-0000, 0019-0181-0001-0009, 0019-0194-0001-0009",,,30,0,35,30,35,0,40,35,0,330,340,330,35,0,40,35,50,0,55,50,40,0,45,40,Holstein,56.0,520,,9499.96,121836.23,85285.36,19956.6,60162.7,163428.75,,,,,6350000.0,1350000.0,0.0,5000000.0,,,,,,,,,,
6-X Dairy,9848 Milnes RD,Modesto,Stanislaus,95357,P.O. Box 12290,Oakdale,CA,95361,(209) 595-6858,01/01/1990,San Joaquin River Basin,X015-X003-X016-XXXX,,,0,0,0,0,0,0,0,0,0,1650,1650,1650,0,225,225,225,0,10,10,10,0,0,0,0,Other,70.0,1885,,45624.9,595388.66,416772.06,99264.28,315990.22,828641.25,,,,,20763000.0,20763000.0,0.0,0.0,,,,,,,,,,
Pires Dairy Farms #2 ( Formerly Jones Farms),1511 Van Clief RD,Stevinson,Merced,95374,,,,,(209) 652-3530,05/01/1994,San Joaquin River Basin,X055-X235-X002-XXXX,,,0,0,0,0,0,0,0,0,0,672,690,672,0,0,0,0,0,360,360,360,0,200,200,200,Holstein,84.0,1232,,24173.11,292955.63,205068.94,49802.72,134875.26,316411.2,,,,,19993456.0,19993456.0,0.0,0.0,,,,,,,,,,
U-Bar Dairy,11100 Liberty RD,Galt,San Joaquin,95632,,,,,(209) 367-4230,01/01/1960,San Joaquin River Basin,X007-X140-XX44-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane Villa Dairy,6624 Crane RD,Oakdale,Stanislaus,95361,,,,,(209) 845-2144,01/01/1976,San Joaquin River Basin,"X063-X027-X008-XXXX, X063-X027-X009-XXXX",,,0,0,0,0,0,0,0,0,600,0,600,600,100,0,100,100,75,0,75,75,0,0,0,0,Other,70.0,775,,17583.5,226595.56,158616.89,37680.2,114905.54,305505.0,,,,,10461000.0,10461000.0,0.0,0.0,,,,,,,,,,
Duarte Acres Holsteins,8413 Faith Home RD,Ceres,Stanislaus,95307,,,,,(209) 678-1151,01/01/1958,San Joaquin River Basin,X022-X018-X005-X000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65,0,60,65,60,Holstein,1.0,125,,1308.34,11862.5,8303.75,2007.5,1.0,0.0,,,,,9300000.0,9300000.0,0.0,0.0,,,,,,,,,,
Joe Alves & Son Dairy,13745 Newport RD,Turlock,Merced,95380,,,,,(123) 000-0000,01/01/1978,San Joaquin River Basin,X041-X110-X014-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Dairy,4390 N Fox RD,Merced,Merced,95340,,,,,(209) 652-7898,01/01/1961,San Joaquin River Basin,X005-X100-X013-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMA #2,23970 W August AVE,Hilmar,Merced,95324,,,,,(209) 668-0867,01/01/1956,San Joaquin River Basin,X045-X005-X130-X057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pimentel Dairy,11391 Franklin BLVD,Elk Grove,Sacramento,95757,,,,,(123) 000-0000,07/03/1953,Sacramento River Basin,X132-X251-X007-XXXX,,,0,0,0,0,0,0,0,0,0,350,350,350,0,30,30,30,100,0,100,100,80,0,80,80,Holstein,62.0,560,,10884.69,135643.55,94950.49,22695.74,65188.63,171696.0,,,,,19152000.0,19152000.0,0.0,0.0,,,,,,,,,,
Vander Meulen Dairy,20250 Avena RD,Escalon,San Joaquin,95320,,,,,(209) 838-2606,01/01/1970,San Joaquin River Basin,0205-0110-0001-0000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,100,0,100,100,Holstein,1.0,200,,1860.76,18980.0,13286.0,3212.0,1.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,
Manuel Oliveira Dairy,4235 Oak AVE,Merced,Merced,95340,,,,,(209) 388-0501,01/01/1970,San Joaquin River Basin,"X215-X140-X041-XXXX, X215-X140-X042-XXXX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antero Borges Dairy,2226 Hull RD,Atwater,Merced,95301,,,,,(209) 358-0680,01/01/1940,San Joaquin River Basin,X056-X092-X001-XXXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A & C Vieira Dairy,31503 County Road 26,Woodland,Yolo,95695,,,,,(209) 678-2679,12/27/1999,Sacramento River Basin,0050-0011-0003-0000,,,0,500,500,500,0,300,300,300,0,1339,1339,1339,0,160,160,160,0,400,400,400,0,0,0,0,Jersey-Holstein Cross,64.0,2699,,42399.83,544786.1,381350.27,86927.97,251152.52,667260.15,,,,,5873000.0,5873000.0,0.0,0.0,,,,,,,,,,
